                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    305,                0.92599,                0.59149,                 1.0365,                0.78486,                0.70024,                  0.748,                0.47807,                 1.3517,                  1.019,                 1.3068,             0.00063543,             0.00063543,             0.00063543
                    306,                0.93114,                0.60566,                  1.043,                0.82301,                0.72833,                0.78465,                0.49559,                 1.3425,                0.97963,                 1.3068,             0.00063453,             0.00063453,             0.00063453
                    307,                0.90996,                0.60163,                 1.0427,                0.79993,                0.72895,                0.76283,                0.49112,                 1.3574,                0.99724,                 1.3327,             0.00063363,             0.00063363,             0.00063363
                    308,                0.90443,                0.60855,                 1.0659,                0.77427,                0.71579,                0.75467,                0.47819,                 1.3567,                  1.023,                 1.3308,             0.00063273,             0.00063273,             0.00063273
                    309,                0.91067,                0.60041,                 1.0494,                0.75497,                0.73116,                0.76221,                0.48557,                 1.3486,                0.98997,                 1.3142,             0.00063183,             0.00063183,             0.00063183
                    310,                0.94834,                0.62152,                 1.0705,                0.82382,                0.70296,                0.77396,                 0.4965,                  1.333,                0.98371,                 1.3119,             0.00063093,             0.00063093,             0.00063093
                    311,                0.90658,                 0.5925,                 1.0447,                0.79405,                0.75793,                0.78588,                0.50268,                 1.3469,                0.94774,                 1.3245,             0.00063003,             0.00063003,             0.00063003
                    312,                0.91506,                0.60427,                 1.0471,                0.79999,                0.71467,                 0.7669,                0.49358,                 1.3387,                0.99665,                 1.3242,             0.00062913,             0.00062913,             0.00062913
                    313,                0.93594,                0.61922,                 1.0633,                0.77701,                0.74302,                0.78368,                0.50124,                 1.3428,                  1.004,                 1.3232,             0.00062823,             0.00062823,             0.00062823
                    314,                0.89739,                0.59276,                 1.0361,                0.81657,                0.70865,                0.77026,                0.49141,                 1.3313,                0.96911,                 1.3105,             0.00062733,             0.00062733,             0.00062733
                    315,                0.92487,                0.62431,                 1.0606,                0.74253,                0.74427,                0.75467,                0.48272,                  1.368,                 1.0278,                 1.3276,             0.00062643,             0.00062643,             0.00062643
                    316,                0.91936,                0.60456,                 1.0519,                0.79351,                 0.7548,                0.78229,                0.48696,                 1.3449,                0.94416,                 1.3191,             0.00062553,             0.00062553,             0.00062553
                    317,                0.89208,                0.59215,                 1.0503,                0.85142,                0.74464,                0.78989,                0.49267,                 1.3369,                0.92951,                 1.3237,             0.00062463,             0.00062463,             0.00062463
                    318,                0.90077,                 0.5887,                 1.0376,                0.80965,                0.72153,                0.76264,                0.48626,                 1.3391,                0.97978,                 1.3336,             0.00062373,             0.00062373,             0.00062373
                    319,                0.91508,                0.59591,                 1.0303,                0.81363,                0.68613,                0.74794,                0.48438,                 1.3501,                0.97668,                 1.3327,             0.00062283,             0.00062283,             0.00062283
                    320,                0.90434,                0.59926,                 1.0397,                0.84259,                0.68438,                0.77083,                0.49764,                 1.3182,                0.97428,                 1.3034,             0.00062193,             0.00062193,             0.00062193
                    321,                0.90015,                0.58817,                 1.0357,                0.79622,                0.73466,                0.77821,                0.48713,                 1.3353,                 1.0012,                  1.306,             0.00062103,             0.00062103,             0.00062103
                    322,                0.90479,                 0.5907,                 1.0412,                0.81631,                0.73572,                0.78774,                0.49385,                 1.3474,                0.95173,                 1.3328,             0.00062013,             0.00062013,             0.00062013
                    323,                  0.913,                0.60259,                 1.0569,                0.84737,                0.73092,                0.78846,                0.49925,                 1.3547,                0.96312,                 1.3193,             0.00061923,             0.00061923,             0.00061923
                    324,                0.89618,                0.60005,                 1.0456,                0.80892,                0.72025,                0.76213,                0.49333,                 1.3492,                 1.0469,                 1.3162,             0.00061833,             0.00061833,             0.00061833
                    325,                0.88509,                 0.5973,                 1.0469,                0.77808,                0.71031,                0.76105,                  0.489,                 1.3503,                 1.0224,                 1.3235,             0.00061743,             0.00061743,             0.00061743
                    326,                0.91307,                0.58899,                 1.0389,                0.81787,                0.69222,                0.76528,                0.49395,                 1.3309,                0.99709,                 1.3104,             0.00061653,             0.00061653,             0.00061653
                    327,                  0.911,                0.58499,                 1.0413,                0.79514,                0.71336,                0.76852,                0.50146,                 1.3141,                0.96129,                  1.305,             0.00061563,             0.00061563,             0.00061563
                    328,                0.91218,                0.58579,                 1.0449,                0.84181,                0.68074,                0.76115,                 0.4935,                 1.3474,                 1.0159,                 1.3124,             0.00061473,             0.00061473,             0.00061473
                    329,                0.87192,                0.58742,                 1.0353,                0.82662,                 0.7192,                0.77257,                0.49648,                 1.3191,                0.98337,                 1.2935,             0.00061383,             0.00061383,             0.00061383
                    330,                0.89074,                 0.5846,                 1.0472,                0.89248,                0.72156,                0.78661,                 0.5035,                 1.3136,                  0.943,                  1.294,             0.00061293,             0.00061293,             0.00061293
                    331,                0.91945,                0.59119,                 1.0443,                0.83482,                0.71873,                0.77493,                0.49908,                 1.3027,                0.95519,                 1.2845,             0.00061203,             0.00061203,             0.00061203
                    332,                0.89936,                0.58723,                 1.0456,                0.78557,                0.73843,                0.77439,                 0.5029,                 1.3345,                0.95545,                 1.3101,             0.00061113,             0.00061113,             0.00061113
                    333,                0.87881,                0.57918,                 1.0237,                 0.8275,                 0.7115,                0.77167,                0.48524,                 1.3471,                0.98618,                 1.3225,             0.00061023,             0.00061023,             0.00061023
                    334,                0.90626,                0.59584,                 1.0362,                0.85719,                0.70281,                0.78104,                0.49422,                 1.3504,                0.94541,                 1.3378,             0.00060933,             0.00060933,             0.00060933
                    335,                0.88495,                0.58283,                 1.0222,                0.84314,                0.71096,                0.78373,                0.49312,                 1.3643,                 1.0027,                 1.3366,             0.00060843,             0.00060843,             0.00060843
                    336,                0.86494,                0.56694,                 1.0372,                0.80173,                0.69255,                0.76135,                0.49183,                 1.3411,                0.96898,                 1.3162,             0.00060753,             0.00060753,             0.00060753
                    337,                0.87904,                0.57958,                 1.0257,                0.79698,                0.71391,                0.77546,                0.49504,                 1.3389,                0.95658,                 1.3178,             0.00060663,             0.00060663,             0.00060663
                    338,                0.87877,                0.57628,                 1.0294,                0.79312,                 0.6935,                 0.7659,                0.48795,                  1.325,                 1.0313,                  1.308,             0.00060573,             0.00060573,             0.00060573
                    339,                0.87263,                0.56522,                 1.0373,                 0.7352,                0.74193,                 0.7571,                0.49491,                 1.3322,                 1.0238,                 1.3129,             0.00060483,             0.00060483,             0.00060483
                    340,                 0.8939,                0.57711,                 1.0351,                0.81704,                0.69827,                0.76338,                0.48554,                 1.3116,                 1.0029,                 1.2998,             0.00060393,             0.00060393,             0.00060393
                    341,                0.85797,                0.56185,                 1.0266,                0.79679,                0.71885,                0.75587,                0.48638,                 1.3478,                0.99905,                 1.3288,             0.00060303,             0.00060303,             0.00060303
                    342,                0.85939,                0.56733,                 1.0182,                0.79667,                0.71791,                0.75647,                0.49711,                 1.3239,                 0.9988,                 1.3174,             0.00060213,             0.00060213,             0.00060213
                    343,                0.86911,                0.57519,                 1.0343,                0.79404,                0.73268,                0.77232,                0.50687,                  1.318,                0.96188,                 1.3022,             0.00060123,             0.00060123,             0.00060123
                    344,                0.88178,                0.58076,                 1.0406,                0.76881,                0.74727,                0.76888,                 0.4968,                 1.3446,                 1.0034,                 1.3142,             0.00060033,             0.00060033,             0.00060033
                    345,                0.87612,                0.58077,                 1.0285,                 0.7743,                0.75211,                0.77458,                0.49878,                  1.344,                0.97549,                 1.3258,             0.00059943,             0.00059943,             0.00059943
                    346,                0.87072,                0.56997,                 1.0281,                0.78312,                0.73037,                0.77249,                0.49381,                 1.3439,                0.99132,                 1.3221,             0.00059853,             0.00059853,             0.00059853
                    347,                 0.9118,                0.60706,                 1.0574,                0.81028,                 0.7192,                0.76281,                0.48995,                 1.3431,                  0.989,                 1.3267,             0.00059763,             0.00059763,             0.00059763
                    348,                0.87079,                0.57398,                 1.0252,                0.81257,                0.73149,                0.76136,                0.48783,                 1.3368,                0.96623,                 1.3175,             0.00059673,             0.00059673,             0.00059673
                    349,                0.89725,                0.58757,                 1.0406,                0.82376,                0.71537,                0.76504,                0.49226,                 1.3445,                0.95761,                 1.3243,             0.00059583,             0.00059583,             0.00059583
                    350,                0.88758,                 0.5747,                 1.0241,                0.82542,                0.72963,                0.77991,                0.48935,                 1.3621,                0.92938,                 1.3504,             0.00059493,             0.00059493,             0.00059493
                    351,                0.87056,                0.57868,                 1.0285,                0.78683,                0.72066,                0.76348,                0.49328,                 1.3445,                0.99791,                 1.3288,             0.00059403,             0.00059403,             0.00059403
                    352,                0.87734,                0.58251,                 1.0302,                0.76639,                0.74569,                0.77094,                 0.4896,                 1.3588,                0.99191,                 1.3401,             0.00059313,             0.00059313,             0.00059313
                    353,                0.88046,                0.57325,                 1.0227,                0.78764,                0.69271,                0.75492,                0.48699,                 1.3561,                 1.0506,                 1.3292,             0.00059223,             0.00059223,             0.00059223
                    354,                0.85026,                0.56801,                 1.0296,                 0.8425,                0.68284,                0.76254,                0.49093,                 1.3481,                 1.0628,                 1.3243,             0.00059133,             0.00059133,             0.00059133
                    355,                0.86165,                0.57683,                 1.0412,                 0.7846,                0.70589,                0.75539,                0.48895,                 1.3404,                 1.0343,                 1.3227,             0.00059043,             0.00059043,             0.00059043
                    356,                0.87841,                0.58287,                 1.0269,                0.81541,                0.72338,                0.77457,                0.49097,                 1.3312,                0.94864,                  1.322,             0.00058953,             0.00058953,             0.00058953
                    357,                 0.8772,                0.56656,                 1.0192,                0.80857,                0.71426,                0.76545,                  0.484,                 1.3534,                 1.0249,                  1.328,             0.00058863,             0.00058863,             0.00058863
                    358,                0.86405,                0.56255,                 1.0184,                0.82518,                 0.7257,                 0.7903,                0.49886,                 1.3371,                0.96271,                 1.3167,             0.00058773,             0.00058773,             0.00058773
                    359,                0.87172,                0.56428,                 1.0289,                 0.7727,                0.70202,                0.75384,                0.48564,                 1.3628,                 1.0407,                 1.3439,             0.00058683,             0.00058683,             0.00058683
                    360,                0.88268,                0.56833,                 1.0341,                0.83027,                0.67487,                0.76304,                0.49751,                 1.3318,                  1.019,                 1.3054,             0.00058593,             0.00058593,             0.00058593
                    361,                0.86156,                0.56674,                 1.0263,                0.81793,                0.70791,                0.76689,                0.49993,                 1.3209,                0.95981,                 1.3047,             0.00058503,             0.00058503,             0.00058503
                    362,                0.86054,                0.56712,                 1.0158,                0.78923,                0.68287,                0.75919,                0.49632,                  1.334,                0.96957,                 1.3238,             0.00058413,             0.00058413,             0.00058413
                    363,                0.84936,                0.56469,                 1.0337,                0.75656,                 0.7458,                0.76471,                0.48895,                 1.3323,                0.96329,                 1.3146,             0.00058323,             0.00058323,             0.00058323
                    364,                0.86156,                0.56406,                 1.0198,                0.78606,                0.72707,                0.77151,                0.49587,                 1.3195,                0.93581,                 1.3067,             0.00058233,             0.00058233,             0.00058233
                    365,                 0.8498,                0.56459,                 1.0221,                0.79939,                0.71732,                0.77093,                0.49368,                 1.3612,                0.98178,                 1.3201,             0.00058143,             0.00058143,             0.00058143
                    366,                0.85678,                0.56497,                 1.0249,                0.76755,                0.74936,                0.77513,                0.48922,                 1.3469,                 1.0025,                 1.3212,             0.00058053,             0.00058053,             0.00058053
                    367,                0.85873,                0.57088,                 1.0344,                0.75693,                0.70993,                  0.773,                0.49677,                 1.3402,                0.95808,                 1.3177,             0.00057963,             0.00057963,             0.00057963
                    368,                0.86979,                0.57118,                 1.0279,                0.77698,                0.72965,                0.77273,                0.49131,                 1.3401,                 1.0211,                 1.3283,             0.00057873,             0.00057873,             0.00057873
                    369,                0.87764,                0.58577,                 1.0252,                0.78442,                0.69295,                0.74725,                 0.4787,                 1.3294,                 1.0227,                 1.3183,             0.00057783,             0.00057783,             0.00057783
                    370,                0.86437,                0.56028,                 1.0232,                 0.7565,                0.75744,                0.77618,                0.49018,                 1.3331,                0.94673,                 1.3201,             0.00057693,             0.00057693,             0.00057693
                    371,                0.84852,                0.55366,                 1.0028,                0.82167,                0.68373,                0.76822,                0.48672,                 1.3231,                0.96807,                 1.3171,             0.00057603,             0.00057603,             0.00057603
                    372,                0.84503,                0.54857,                 1.0156,                0.77818,                0.71756,                 0.7793,                 0.4962,                 1.3428,                0.96143,                 1.3223,             0.00057513,             0.00057513,             0.00057513
                    373,                0.86122,                0.55991,                 1.0145,                0.80355,                 0.7194,                0.77574,                0.49783,                 1.3366,                0.98412,                 1.3143,             0.00057423,             0.00057423,             0.00057423
                    374,                0.83896,                0.55316,                 1.0162,                0.83321,                0.70444,                0.77627,                0.49873,                 1.3215,                0.99729,                 1.2985,             0.00057333,             0.00057333,             0.00057333
                    375,                 0.8487,                0.55503,                 1.0102,                0.79147,                0.73562,                0.77628,                0.49897,                 1.3242,                0.95274,                 1.3111,             0.00057243,             0.00057243,             0.00057243
                    376,                0.85772,                0.55246,                 1.0181,                0.83911,                0.71111,                0.77692,                0.49959,                 1.3337,                0.91836,                 1.3138,             0.00057153,             0.00057153,             0.00057153
                    377,                0.86104,                0.55476,                 1.0268,                0.84562,                0.70935,                0.78203,                0.48974,                 1.3452,                0.95264,                 1.3175,             0.00057063,             0.00057063,             0.00057063
                    378,                0.85413,                0.54614,                 1.0258,                0.85356,                0.68403,                0.75775,                0.49679,                 1.3239,                0.99193,                 1.2992,             0.00056973,             0.00056973,             0.00056973
                    379,                0.83642,                0.54477,                 1.0227,                0.84953,                0.68464,                0.77067,                 0.4961,                 1.3327,                0.95039,                  1.309,             0.00056883,             0.00056883,             0.00056883
                    380,                0.83525,                0.57301,                 1.0369,                0.82983,                0.71965,                0.76957,                0.49878,                 1.3076,                0.95196,                 1.2938,             0.00056793,             0.00056793,             0.00056793
                    381,                0.84308,                0.55762,                 1.0244,                0.82324,                0.68618,                0.76232,                0.48736,                 1.3101,                0.96041,                 1.2944,             0.00056703,             0.00056703,             0.00056703
                    382,                0.85022,                 0.5655,                 1.0275,                 0.8211,                0.68828,                0.76035,                 0.5005,                  1.299,                0.96554,                 1.2884,             0.00056613,             0.00056613,             0.00056613
                    383,                0.86264,                0.55271,                 1.0156,                0.76656,                0.73331,                 0.7657,                0.49426,                 1.3126,                0.96873,                 1.2994,             0.00056523,             0.00056523,             0.00056523
                    384,                0.84097,                0.54899,                 1.0088,                0.80787,                0.68553,                0.76674,                0.49522,                 1.3317,                0.93514,                  1.309,             0.00056433,             0.00056433,             0.00056433
                    385,                0.84113,                0.55898,                 1.0231,                0.77746,                0.69091,                0.75837,                0.49819,                 1.3068,                0.96323,                  1.312,             0.00056343,             0.00056343,             0.00056343
                    386,                0.86692,                0.56126,                 1.0283,                0.79469,                0.74682,                0.77614,                0.50251,                 1.3332,                0.92746,                 1.3352,             0.00056253,             0.00056253,             0.00056253
                    387,                0.83199,                0.54202,                 1.0033,                  0.803,                0.73897,                0.76905,                0.50666,                 1.3149,                0.97035,                 1.3185,             0.00056163,             0.00056163,             0.00056163
                    388,                0.84948,                0.55526,                 1.0207,                0.83434,                0.71653,                0.77609,                0.50547,                 1.3057,                0.96986,                 1.3046,             0.00056073,             0.00056073,             0.00056073
                    389,                0.86534,                0.56562,                 1.0125,                0.79839,                0.74619,                0.77785,                0.50676,                 1.3109,                0.95479,                 1.3006,             0.00055983,             0.00055983,             0.00055983
                    390,                0.83268,                0.53985,                 1.0027,                0.79509,                0.75689,                0.78181,                0.50461,                 1.3256,                 1.0013,                 1.3052,             0.00055894,             0.00055894,             0.00055894
                    391,                0.85991,                 0.5547,                 1.0103,                0.84036,                0.73306,                0.77177,                0.48918,                 1.3438,                 1.0102,                 1.3159,             0.00055804,             0.00055804,             0.00055804
                    392,                0.86406,                0.56472,                 1.0405,                0.81643,                0.74129,                0.78204,                0.49855,                 1.3291,                0.95563,                 1.3235,             0.00055714,             0.00055714,             0.00055714
                    393,                 0.8358,                0.53884,                 1.0162,                0.79661,                0.73438,                0.78206,                0.50023,                 1.3356,                0.98975,                 1.3126,             0.00055624,             0.00055624,             0.00055624
                    394,                0.83429,                0.52954,                 1.0038,                0.85258,                0.69805,                0.76733,                0.49222,                 1.3309,                0.99883,                 1.3196,             0.00055534,             0.00055534,             0.00055534
